name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours
"Venkateshwar Hospital, Dwarka",67,1,66,Private,2021-07-09-14-05,18,1,17,,,,3,0,3,21,1,20,0,23
"Vikas Hospital, Najafgarh",40,0,40,Private,2021-07-09-15-44,5,0,5,8,3,5,3,0,3,8,0,8,1,8
VIMHANS,180,0,180,Private,2021-07-09-09-28,82,0,82,,,,48,0,48,130,0,130,0,15
World Brain Center Hospital,45,0,45,Private,2021-07-09-15-44,9,0,9,1,1,0,1,0,1,10,0,10,1,0
All,18407,492,17915,,2021-07-09-17-31,2472,60,2412,2427,1534,893,1506,176,1330,3978,236,3742,,
Balaji Hospital,,,,Private,2021-07-09-11-23,,,,2,0,2,,,,,,,0,4
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",,,,Private,2021-07-09-16-00,,,,17,13,4,,,,,,,2,17
East Delhi Medical Centre Mansarover Park,,,,Private,2021-07-08-11-12,,,,7,1,6,,,,,,,1,20
"Jain Hospital, Vikas Marg Extn.",,,,Private,2021-07-09-14-50,,,,2,2,0,,,,,,,1,23
Janakpuri Super Speciality Hospital Society,,,,Delhi Government,2021-07-09-12-03,,,,10,9,1,,,,,,,5,0
"Jeewan Nursing Home, Pusa Road",,,,Private,2021-07-09-16-09,,,,7,7,0,,,,,,,0,20
"Pushpanjali Medical Centre, Pushpanjali Enclave, Vikas Marg Ext.",,,,Private,2021-07-02-19-41,,,,8,1,7,,,,,,,0,22
"Bhagwan Mahavir Hospital, Madhuban Chowk",,,,,,,,,,,,,,,,,,0,20
CAREWELL MEDICAL CENTRE,,,,,,,,,,,,,,,,,,0,12
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",,,,,,,,,,,,,,,,,,1,11
Eden Hospital,,,,,,,,,,,,,,,,,,0,23
Jivodaya Hospital,,,,,,,,,,,,,,,,,,1,23
KAPOOR MEDICAL CENTRE,,,,,,,,,,,,,,,,,,0,6
"Kukreja Hospital, Mayur Vihar",,,,,,,,,,,,,,,,,,0,10
"Panchsheel Hospital, Yamuna Vihar",,,,,,,,,,,,,,,,,,4,0
RS Grover Memorial Hospital,,,,,,,,,,,,,,,,,,2,0
Satyawati Harishchand Hsopital,,,,,,,,,,,,,,,,,,37,9
