name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours
TYAGI NURSING HOME,15,0,15,Private,2021-07-07-18-21,5,0,5,2,2,0,3,0,3,8,0,8,,
"Universal Centre of Health services, Kalkaji",35,0,35,Private,2021-07-08-05-30,8,0,8,,,,2,0,2,10,0,10,2,20
"Venkateshwar Hospital, Dwarka",67,2,65,Private,2021-07-08-03-35,18,2,16,,,,3,0,3,21,2,19,0,23
"Vikas Hospital, Najafgarh",40,0,40,Private,2021-07-07-15-54,5,0,5,8,4,4,3,0,3,8,0,8,1,8
VIMHANS,180,0,180,Private,2021-07-07-09-05,82,0,82,,,,48,0,48,130,0,130,0,10
World Brain Center Hospital,45,0,45,Private,2021-07-07-17-14,9,0,9,1,1,0,1,0,1,10,0,10,1,0
All,19005,540,18465,,2021-07-08-05-31,2484,60,2424,2380,1518,862,1600,191,1409,4084,251,3833,,
Balaji Hospital,,,,Private,2021-07-07-10-47,,,,2,0,2,,,,,,,0,4
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",,,,Private,2021-07-08-02-07,,,,17,13,4,,,,,,,2,14
East Delhi Medical Centre Mansarover Park,,,,Private,2021-07-08-01-58,,,,7,1,6,,,,,,,1,20
"Jain Hospital, Vikas Marg Extn.",,,,Private,2021-07-07-12-11,,,,2,2,0,,,,,,,1,23
Janakpuri Super Speciality Hospital Society,,,,Delhi Government,2021-07-07-10-46,,,,10,10,0,,,,,,,5,0
"Jeewan Nursing Home, Pusa Road",,,,Private,2021-07-08-05-25,,,,7,5,2,,,,,,,0,23
"Pushpanjali Medical Centre, Pushpanjali Enclave, Vikas Marg Ext.",,,,Private,2021-07-02-19-41,,,,8,1,7,,,,,,,0,22
"Bhagwan Mahavir Hospital, Madhuban Chowk",,,,,,,,,,,,,,,,,,0,20
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",,,,,,,,,,,,,,,,,,1,11
Jivodaya Hospital,,,,,,,,,,,,,,,,,,1,23
KAPOOR MEDICAL CENTRE,,,,,,,,,,,,,,,,,,0,6
"Kukreja Hospital, Mayur Vihar",,,,,,,,,,,,,,,,,,0,10
"Panchsheel Hospital, Yamuna Vihar",,,,,,,,,,,,,,,,,,4,0
RS Grover Memorial Hospital,,,,,,,,,,,,,,,,,,2,0
