name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours
"Vikas Hospital, Najafgarh",40,0,40,Private,2021-07-06-14-52,5,0,5,8,6,2,3,0,3,8,0,8,0,23
VIMHANS,180,0,180,Private,2021-07-06-09-32,82,0,82,,,,48,0,48,130,0,130,0,10
World Brain Center Hospital,45,0,45,Private,2021-07-06-18-18,9,0,9,1,1,0,1,0,1,10,0,10,1,0
All,18104,529,17575,,2021-07-07-05-31,2488,62,2426,2380,1524,856,1592,179,1413,4080,241,3839,,
Balaji Hospital,,,,Private,2021-07-06-11-37,,,,2,0,2,,,,,,,0,4
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",,,,Private,2021-07-07-00-09,,,,17,13,4,,,,,,,2,18
East Delhi Medical Centre Mansarover Park,,,,Private,2021-07-07-01-56,,,,7,1,6,,,,,,,1,20
"Jain Hospital, Vikas Marg Extn.",,,,Private,2021-07-06-17-06,,,,2,2,0,,,,,,,0,23
Janakpuri Super Speciality Hospital Society,,,,Delhi Government,2021-07-06-11-51,,,,10,10,0,,,,,,,5,0
"Jeewan Nursing Home, Pusa Road",,,,Private,2021-07-06-23-09,,,,7,6,1,,,,,,,0,23
"Pushpanjali Medical Centre, Pushpanjali Enclave, Vikas Marg Ext.",,,,Private,2021-07-02-19-41,,,,8,1,7,,,,,,,0,22
"Bhagwan Mahavir Hospital, Madhuban Chowk",,,,,,,,,,,,,,,,,,0,20
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",,,,,,,,,,,,,,,,,,0,7
Jivodaya Hospital,,,,,,,,,,,,,,,,,,1,23
KAPOOR MEDICAL CENTRE,,,,,,,,,,,,,,,,,,0,6
"Kukreja Hospital, Mayur Vihar",,,,,,,,,,,,,,,,,,0,10
"Panchsheel Hospital, Yamuna Vihar",,,,,,,,,,,,,,,,,,4,0
RS Grover Memorial Hospital,,,,,,,,,,,,,,,,,,2,0
